Meter S/N:," ""0601B14R""",,,
0.0002,47.09354019,0,1, TriggerDetected
0.0002016,108.9343185,0,0,0
0.0002032,129.6108398,0,0,0
0.0002048,137.4813995,0,16, Overrange
0.0002064,138.0423737,0,16, Overrange
0.000208,133.9638977,0,0,0
0.0002096,126.929039,0,0,0
0.0002112,118.4320984,0,0,0
0.0002128,109.2658081,0,0,0
0.0002144,99.8613739,0,0,0
0.000216,90.63143158,0,0,0
0.0002176,81.7137146,0,0,0
0.0002192,73.35785675,0,0,0
0.0002208,65.57303619,0,0,0
0.0002224,58.52864075,0,0,0
0.000224,52.2038002,0,0,0
0.0002256,46.57004929,0,0,0
0.0002272,41.54624176,0,0,0
0.0002288,36.96689987,0,0,0
0.0002304,32.76678085,0,0,0
0.000232,29.10323334,0,0,0
0.0002336,25.99128723,0,0,0
0.0002352,23.30329514,0,0,0
0.0002368,20.95086098,0,0,0
0.0002384,18.87511063,0,0,0
0.00024,16.94344902,0,0,0
0.0002416,15.02451515,0,0,0
0.0002432,13.06509686,0,0,0
0.0002448,11.22289276,0,0,0
0.0002464,9.412688255,0,0,0
0.000248,7.767433643,0,0,0
0.0002496,6.271040916,0,0,0
0.0002512,5.111088753,0,0,0
0.0002528,4.102296352,0,0,0
0.0002544,3.38185668,0,0,0
0.000256,2.894079208,0,0,0
0.0002576,2.42663312,0,0,0
0.0002592,2.020358086,0,0,0
0.0002608,1.792115808,0,0,0
0.0002624,1.561928749,0,0,0
0.000264,1.371166945,0,0,0
0.0002656,1.240338564,0,0,0
0.0002672,1.089709282,0,0,0
0.0002688,0.987344921,0,0,0
0.0002704,0.927588224,0,0,0
0.000272,0.82805258,0,0,0
0.0002736,0.774130106,0,0,0
0.0002752,0.717202127,0,0,0
0.0002768,0.651080787,0,0,0
0.0002784,0.602285385,0,0,0
0.00028,0.613600254,0,0,0
0.0002816,0.565865576,0,0,0
0.0002832,0.51406467,0,0,0
0.0002848,0.494263619,0,0,0
0.0002864,0.47570014,0,0,0
0.000288,0.451656014,0,0,0
0.0002896,0.441932291,0,0,0
0.0002912,0.392076105,0,0,0
0.0002928,0.413291514,0,0,0
0.0002944,0.380230844,0,0,0
0.000296,0.306153715,0,0,0
0.0002976,0.412407517,0,0,0
0.0002992,9.444511414,0,0,0
0.0003008,95.51150513,0,1, TriggerDetected
0.0003024,128.024292,0,0,0
0.000304,140.0661469,0,16, Overrange
0.0003056,144.6879272,0,16, Overrange
0.0003072,143.3895416,0,16, Overrange
0.0003088,138.1728516,0,16, Overrange
0.0003104,130.5696106,0,0,0
0.000312,121.4614792,0,0,0
0.0003136,111.597023,0,0,0
0.0003152,101.4822311,0,0,0
0.0003168,91.56261444,0,0,0
0.0003184,82.16171265,0,0,0
0.00032,73.29579926,0,0,0
0.0003216,65.17454529,0,0,0
0.0003232,57.95600128,0,0,0
0.0003248,51.46939468,0,0,0
0.0003264,45.68996429,0,0,0
0.000328,40.45983887,0,0,0
0.0003296,35.68000793,0,0,0
0.0003312,31.62291527,0,0,0
0.0003328,28.1635685,0,0,0
0.0003344,25.16583061,0,0,0
0.000336,22.47978401,0,0,0
0.0003376,20.21504021,0,0,0
0.0003392,18.18136787,0,0,0
0.0003408,16.21133995,0,0,0
0.0003424,14.22345734,0,0,0
0.000344,12.24565125,0,0,0
0.0003456,10.43951321,0,0,0
0.0003472,8.729728699,0,0,0
0.0003488,7.172341824,0,0,0
0.0003504,5.809605598,0,0,0
0.000352,4.752194881,0,0,0
0.0003536,3.937523365,0,0,0
0.0003552,3.258630514,0,0,0
0.0003568,2.727891922,0,0,0
0.0003584,2.367406845,0,0,0
0.00036,2.013993502,0,0,0
0.0003616,1.813154459,0,0,0
0.0003632,1.532934308,0,0,0
0.0003648,1.406879544,0,0,0
0.0003664,1.270216942,0,0,0
0.000368,1.146106839,0,0,0
0.0003696,1.035079598,0,0,0
0.0003712,0.950925171,0,0,0
0.0003728,0.870129824,0,0,0
0.0003744,0.817268133,0,0,0
0.000376,0.746373296,0,0,0
0.0003776,0.724097133,0,0,0
0.0003792,0.681666315,0,0,0
0.0003808,0.634992421,0,0,0
0.0003824,0.624384761,0,0,0
0.000384,0.588672161,0,0,0
0.0003856,0.545180559,0,0,0
0.0003872,0.528738618,0,0,0
0.0003888,0.509291172,0,0,0
0.0003904,0.489313364,0,0,0
0.000392,0.479589641,0,0,0
0.0003936,0.447236151,0,0,0
0.0003952,0.434506893,0,0,0
0.0003968,0.423368812,0,0,0
0.0003984,0.421424061,0,0,0
0.0004,55.19641113,0,1, TriggerDetected
0.0004016,113.0987244,0,0,0
0.0004032,133.8700104,0,0,0
0.0004048,141.8837738,0,16, Overrange
0.0004064,143.3038025,0,16, Overrange
0.000408,140.1416473,0,16, Overrange
0.0004096,133.6723633,0,0,0
0.0004112,125.4582825,0,0,0
0.0004128,116.0200806,0,0,0
0.0004144,106.1326447,0,0,0
0.000416,96.328125,0,0,0
0.0004176,86.78578949,0,0,0
0.0004192,77.77012634,0,0,0
0.0004208,69.43300629,0,0,0
0.0004224,61.98038864,0,0,0
0.000424,55.1957016,0,0,0
0.0004256,49.05720139,0,0,0
0.0004272,43.52263641,0,0,0
0.0004288,38.49458313,0,0,0
0.0004304,34.04518509,0,0,0
0.000432,30.23454475,0,0,0
0.0004336,26.90089798,0,0,0
0.0004352,23.9763546,0,0,0
0.0004368,21.43068314,0,0,0
0.0004384,19.16912079,0,0,0
0.00044,17.05730438,0,0,0
0.0004416,14.97695732,0,0,0
0.0004432,12.98483181,0,0,0
0.0004448,11.09613037,0,0,0
0.0004464,9.355052948,0,0,0
0.000448,7.741798401,0,0,0
0.0004496,6.340521336,0,0,0
0.0004512,5.144679546,0,0,0
0.0004528,4.232417583,0,0,0
0.0004544,3.523469448,0,0,0
0.000456,2.958609343,0,0,0
0.0004576,2.528113365,0,0,0
0.0004592,2.224025965,0,0,0
0.0004608,1.850634933,0,0,0
0.0004624,1.648204684,0,0,0
0.000464,1.536470294,0,0,0
0.0004656,1.316183686,0,0,0
0.0004672,1.2320292,0,0,0
0.0004688,1.080162287,0,0,0
0.0004704,1.032427669,0,0,0
0.000472,0.952516317,0,0,0
0.0004736,0.851566315,0,0,0
0.0004752,0.837776363,0,0,0
0.0004768,0.759456158,0,0,0
0.0004784,0.707124829,0,0,0
0.00048,0.677600026,0,0,0
0.0004816,0.64029628,0,0,0
0.0004832,0.605114102,0,0,0
0.0004848,0.621556044,0,0,0
0.0004864,0.56957829,0,0,0
0.000488,0.533335328,0,0,0
0.0004896,0.534219265,0,0,0
0.0004912,0.50345695,0,0,0
0.0004928,0.468097955,0,0,0
0.0004944,0.464738846,0,0,0
0.000496,0.456606269,0,0,0
0.0004976,0.416120231,0,0,0
0.0004992,5.535927296,0,0,0
0.0005008,92.53427887,0,1, TriggerDetected
0.0005024,125.4837418,0,0,0
0.000504,137.2856903,0,16, Overrange
0.0005056,142.0559845,0,16, Overrange
0.0005072,141.0952759,0,16, Overrange
0.0005088,136.3523865,0,16, Overrange
0.0005104,129.0016174,0,0,0
0.000512,120.2986984,0,0,0
0.0005136,110.684761,0,0,0
0.0005152,100.9090576,0,0,0
0.0005168,91.27709198,0,0,0
0.0005184,82.13077545,0,0,0
0.00052,73.44059753,0,0,0
0.0005216,65.66390991,0,0,0
0.0005232,58.46605682,0,0,0
0.0005248,52.04380035,0,0,0
0.0005264,46.19860458,0,0,0
0.000528,40.82049942,0,0,0
0.0005296,36.04172897,0,0,0
0.0005312,31.84037399,0,0,0
0.0005328,28.40895844,0,0,0
0.0005344,25.17414093,0,0,0
0.000536,22.41012764,0,0,0
0.0005376,19.91873169,0,0,0
0.0005392,17.72488213,0,0,0
0.0005408,15.64241409,0,0,0
0.0005424,13.63313866,0,0,0
0.000544,11.73860359,0,0,0
0.0005456,9.966410637,0,0,0
0.0005472,8.306658745,0,0,0
0.0005488,6.836607933,0,0,0
0.0005504,5.599396706,0,0,0
0.000552,4.567090511,0,0,0
0.0005536,3.786894083,0,0,0
0.0005552,3.16510582,0,0,0
0.0005568,2.705792427,0,0,0
0.0005584,2.30888772,0,0,0
0.00056,2.015584707,0,0,0
0.0005616,1.760999918,0,0,0
0.0005632,1.57377398,0,0,0
0.0005648,1.405818701,0,0,0
0.0005664,1.298327327,0,0,0
0.000568,1.146637201,0,0,0
0.0005696,1.111808658,0,0,0
0.0005712,0.931124091,0,0,0
0.0005728,0.925820231,0,0,0
0.0005744,0.878439188,0,0,0
0.000576,0.774130106,0,0,0
0.0005776,0.801179767,0,0,0
0.0005792,0.708892763,0,0,0
0.0005808,0.674417734,0,0,0
0.0005824,0.644892991,0,0,0
0.000584,0.638881922,0,0,0
0.0005856,0.581600368,0,0,0
0.0005872,0.544119835,0,0,0
0.0005888,0.571346223,0,0,0
0.0005904,0.503103375,0,0,0
0.000592,0.491965294,0,0,0
0.0005936,0.497622728,0,0,0
0.0005952,0.462794095,0,0,0
0.0005968,0.453954339,0,0,0
0.0005984,0.460142165,0,0,0
0.0006,50.00800705,0,1, TriggerDetected
0.0006016,110.4572296,0,0,0
0.0006032,130.2492523,0,0,0
0.0006048,138.2239532,0,16, Overrange
0.0006064,139.8384399,0,16, Overrange
0.000608,137.0058289,0,16, Overrange
0.0006096,130.9562531,0,0,0
0.0006112,123.1659622,0,0,0
0.0006128,114.0755157,0,0,0
0.0006144,104.5764923,0,0,0
0.000616,95.04353333,0,0,0
0.0006176,85.80351257,0,0,0
0.0006192,77.0265274,0,0,0
0.0006208,68.8679657,0,0,0
0.0006224,61.49243546,0,0,0
0.000624,54.7669754,0,0,0
0.0006256,48.61344528,0,0,0
0.0006272,43.00215149,0,0,0
0.0006288,37.8963089,0,0,0
0.0006304,33.51002502,0,0,0
0.000632,29.73332977,0,0,0
0.0006336,26.31906509,0,0,0
0.0006352,23.278368,0,0,0
0.0006368,20.63192368,0,0,0
0.0006384,18.34843826,0,0,0
0.00064,16.19047928,0,0,0
0.0006416,14.15185547,0,0,0
0.0006432,12.29904366,0,0,0
0.0006448,10.39107227,0,0,0
0.0006464,8.76650238,0,0,0
0.000648,7.261446476,0,0,0
0.0006496,5.932124615,0,0,0
0.0006512,4.894338131,0,0,0
0.0006528,3.961037159,0,0,0
0.0006544,3.382386923,0,0,0
0.000656,2.871449471,0,0,0
0.0006576,2.402235508,0,0,0
0.0006592,2.129440784,0,0,0
0.0006608,1.831364274,0,0,0
0.0006624,1.672602415,0,0,0
0.000664,1.45479095,0,0,0
0.0006656,1.317244411,0,0,0
0.0006672,1.214172959,0,0,0
0.0006688,1.104560018,0,0,0
0.0006704,1.011035442,0,0,0
0.000672,0.944737315,0,0,0
0.0006736,0.897179484,0,0,0
0.0006752,0.809842706,0,0,0
0.0006768,0.790748835,0,0,0
0.0006784,0.723213136,0,0,0
0.00068,0.723213136,0,0,0
0.0006816,0.633224487,0,0,0
0.0006832,0.655677438,0,0,0
0.0006848,0.633931696,0,0,0
0.0006864,0.563744068,0,0,0
0.000688,0.583368301,0,0,0
0.0006896,0.522020459,0,0,0
0.0006912,0.552959561,0,0,0
0.0006928,0.470219493,0,0,0
0.0006944,0.525379539,0,0,0
0.000696,0.43539089,0,0,0
0.0006976,0.466506809,0,0,0
0.0006992,5.212038517,0,0,0
0.0007008,89.75064087,0,1, TriggerDetected
0.0007024,121.6787643,0,0,0
0.000704,133.1690216,0,0,0
0.0007056,138.0757904,0,16, Overrange
0.0007072,137.4761047,0,16, Overrange
0.0007088,133.0790405,0,0,0
0.0007104,126.1087112,0,0,0
0.000712,117.7590408,0,0,0
0.0007136,108.5745392,0,0,0
0.0007152,99.1050415,0,0,0
0.0007168,89.789711,0,0,0
0.0007184,80.81613159,0,0,0
0.00072,72.45442963,0,0,0
0.0007216,64.74440002,0,0,0
0.0007232,57.72811508,0,0,0
0.0007248,51.30780411,0,0,0
0.0007264,45.4442215,0,0,0
0.000728,40.12799454,0,0,0
0.0007296,35.38263702,0,0,0
0.0007312,31.29372406,0,0,0
0.0007328,27.66712761,0,0,0
0.0007344,24.48092651,0,0,0
0.000736,21.66422844,0,0,0
0.0007376,19.16947556,0,0,0
0.0007392,16.95140457,0,0,0
0.0007408,14.94690228,0,0,0
0.0007424,12.89395905,0,0,0
0.000744,11.0775671,0,0,0
0.0007456,9.377682686,0,0,0
0.0007472,7.814991474,0,0,0
0.0007488,6.41689682,0,0,0
0.0007504,5.291949749,0,0,0
0.000752,4.343621731,0,0,0
0.0007536,3.63838625,0,0,0
0.0007552,3.020841122,0,0,0
0.0007568,2.566301107,0,0,0
0.0007584,2.273528576,0,0,0
0.00076,1.929485559,0,0,0
0.0007616,1.744027615,0,0,0
0.0007632,1.535232663,0,0,0
0.0007648,1.378061891,0,0,0
0.0007664,1.250946283,0,0,0
0.000768,1.167322278,0,0,0
0.0007696,1.064957976,0,0,0
0.0007712,0.973908484,0,0,0
0.0007728,0.907079995,0,0,0
0.0007744,0.849444807,0,0,0
0.000776,0.811257064,0,0,0
0.0007776,0.74478215,0,0,0
0.0007792,0.702528119,0,0,0
0.0007808,0.687854171,0,0,0
0.0007824,0.654793501,0,0,0
0.000784,0.598572671,0,0,0
0.0007856,0.614307404,0,0,0
0.0007872,0.553489923,0,0,0
0.0007888,0.561445713,0,0,0
0.0007904,0.543766201,0,0,0
0.000792,0.528385043,0,0,0
0.0007936,0.4988603,0,0,0
0.0007952,0.476584107,0,0,0
0.0007968,0.48029682,0,0,0
0.0007984,0.445468187,0,0,0
0.0008,39.88454819,0,1, TriggerDetected
0.0008016,108.2237778,0,0,0
0.0008032,126.6967316,0,0,0
0.0008048,134.6479187,0,0,0
0.0008064,136.4963074,0,16, Overrange
0.000808,134.0089722,0,0,0
0.0008096,128.3902588,0,0,0
0.0008112,120.8478241,0,0,0
0.0008128,112.1252899,0,0,0
0.0008144,102.8628235,0,0,0
0.000816,93.63040924,0,0,0
0.0008176,84.59936523,0,0,0
0.0008192,76.03630066,0,0,0
0.0008208,68.10580444,0,0,0
0.0008224,60.81672287,0,0,0
0.000824,54.18178177,0,0,0
0.0008256,48.09561539,0,0,0
0.0008272,42.5113678,0,0,0
0.0008288,37.48084259,0,0,0
0.0008304,33.08501053,0,0,0
0.000832,29.25386238,0,0,0
0.0008336,25.87778473,0,0,0
0.0008352,22.82966232,0,0,0
0.0008368,20.10295296,0,0,0
0.0008384,17.77456284,0,0,0
0.00084,15.66539764,0,0,0
0.0008416,13.58840942,0,0,0
0.0008432,11.73807335,0,0,0
0.0008448,9.925746918,0,0,0
0.0008464,8.320095062,0,0,0
0.000848,6.823701859,0,0,0
0.0008496,5.676655769,0,0,0
0.0008512,4.671399593,0,0,0
0.0008528,3.770628929,0,0,0
0.0008544,3.263050318,0,0,0
0.000856,2.731074095,0,0,0
0.0008576,2.353086472,0,0,0
0.0008592,2.040159225,0,0,0
0.0008608,1.828889251,0,0,0
0.0008624,1.601884365,0,0,0
0.000864,1.417310357,0,0,0
0.0008656,1.325376987,0,0,0
0.0008672,1.167499065,0,0,0
0.0008688,1.085289359,0,0,0
0.0008704,1.005554795,0,0,0
0.000872,0.924936295,0,0,0
0.0008736,0.877731979,0,0,0
0.0008752,0.824870288,0,0,0
0.0008768,0.775721312,0,0,0
0.0008784,0.726395488,0,0,0
0.00088,0.705003262,0,0,0
0.0008816,0.688914955,0,0,0
0.0008832,0.642594635,0,0,0
0.0008848,0.612185895,0,0,0
0.0008864,0.5794788,0,0,0
0.000888,0.551898777,0,0,0
0.0008896,0.529445827,0,0,0
0.0008912,0.552605987,0,0,0
0.0008928,0.517246962,0,0,0
0.0008944,0.487368613,0,0,0
0.000896,0.469335526,0,0,0
0.0008976,0.459081411,0,0,0
0.0008992,6.278289318,0,0,0
0.0009008,87.51117706,0,1, TriggerDetected
0.0009024,117.7484283,0,0,0
0.000904,128.8693695,0,0,0
0.0009056,133.9734344,0,0,0
0.0009072,133.5570831,0,0,0
0.0009088,129.4011688,0,0,0
0.0009104,122.9249878,0,0,0
0.000912,114.8131027,0,0,0
0.0009136,105.9763565,0,0,0
0.0009152,96.91065979,0,0,0
0.0009168,87.85575104,0,0,0
0.0009184,79.24159241,0,0,0
0.00092,71.05492401,0,0,0
0.0009216,63.63412857,0,0,0
0.0009232,56.74195099,0,0,0
0.0009248,50.3950119,0,0,0
0.0009264,44.60090637,0,0,0
0.000928,39.33082581,0,0,0
0.0009296,34.71559143,0,0,0
0.0009312,30.67158127,0,0,0
0.0009328,27.0451622,0,0,0
0.0009344,23.80362511,0,0,0
0.000936,20.94732475,0,0,0
0.0009376,18.46653748,0,0,0
0.0009392,16.2672081,0,0,0
0.0009408,14.14513683,0,0,0
0.0009424,12.19031429,0,0,0
0.000944,10.39885044,0,0,0
0.0009456,8.735033035,0,0,0
0.0009472,7.23616457,0,0,0
0.0009488,5.970489025,0,0,0
0.0009504,4.90971899,0,0,0
0.000952,4.04236269,0,0,0
0.0009536,3.411027908,0,0,0
0.0009552,2.856421709,0,0,0
0.0009568,2.471008778,0,0,0
0.0009584,2.18000412,0,0,0
0.00096,1.831894755,0,0,0
0.0009616,1.622923017,0,0,0
0.0009632,1.470879316,0,0,0
0.0009648,1.380537033,0,0,0
0.0009664,1.166968703,0,0,0
0.000968,1.137267113,0,0,0
0.0009696,1.04551053,0,0,0
0.0009712,0.959411323,0,0,0
0.0009728,0.870660186,0,0,0
0.0009744,0.842549801,0,0,0
0.000976,0.854748666,0,0,0
0.0009776,0.690506101,0,0,0
0.0009792,0.723743558,0,0,0
0.0009808,0.671942592,0,0,0
0.0009824,0.625622332,0,0,0
0.000984,0.63569963,0,0,0
0.0009856,0.572937369,0,0,0
0.0009872,0.580362797,0,0,0
0.0009888,0.555081129,0,0,0
0.0009904,0.533158541,0,0,0
0.000992,0.512473524,0,0,0
0.0009936,0.491611689,0,0,0
0.0009952,0.459788591,0,0,0
0.0009968,0.471280277,0,0,0
0.0009984,0.456783086,0,0,0
0.001,43.28802872,0,1, TriggerDetected
0.0010016,104.448143,0,0,0
0.0010032,123.022049,0,0,0
0.0010048,130.9086914,0,0,0
0.0010064,132.9466095,0,0,0
0.001008,130.6454468,0,0,0
0.0010096,125.2392349,0,0,0
0.0010112,118.0084991,0,0,0
0.0010128,109.622757,0,0,0
0.0010144,100.6755142,0,0,0
0.001016,91.75178528,0,0,0
0.0010176,82.93766785,0,0,0
0.0010192,74.61398315,0,0,0
0.0010208,66.94142914,0,0,0
0.0010224,59.74393082,0,0,0
0.001024,53.16874695,0,0,0
0.0010256,47.1478157,0,0,0
0.0010272,41.65037537,0,0,0
0.0010288,36.65114212,0,0,0
0.0010304,32.40063858,0,0,0
0.001032,28.60626221,0,0,0
0.0010336,25.12021828,0,0,0
0.0010352,22.12919998,0,0,0
0.0010368,19.47250175,0,0,0
0.0010384,17.09566879,0,0,0
0.00104,14.9030571,0,0,0
0.0010416,12.91322994,0,0,0
0.0010432,11.05811977,0,0,0
0.0010448,9.364776611,0,0,0
0.0010464,7.821709633,0,0,0
0.001048,6.463393688,0,0,0
0.0010496,5.296900272,0,0,0
0.0010512,4.36430645,0,0,0
0.0010528,3.638562918,0,0,0
0.0010544,3.059736013,0,0,0
0.001056,2.614566326,0,0,0
0.0010576,2.259031534,0,0,0
0.0010592,1.970325232,0,0,0
0.0010608,1.743497252,0,0,0
0.0010624,1.564050317,0,0,0
0.001064,1.396802187,0,0,0
0.0010656,1.250946283,0,0,0
0.0010672,1.191366315,0,0,0
0.0010688,1.058416486,0,0,0
0.0010704,0.964715183,0,0,0
0.001072,0.90142256,0,0,0
0.0010736,0.884450197,0,0,0
0.0010752,0.785975397,0,0,0
0.0010768,0.787920117,0,0,0
0.0010784,0.674240947,0,0,0
0.00108,0.712605476,0,0,0
0.0010816,0.665931582,0,0,0
0.0010832,0.598042309,0,0,0
0.0010848,0.610948324,0,0,0
0.0010864,0.613777041,0,0,0
0.001088,0.506816089,0,0,0
0.0010896,0.550837994,0,0,0
0.0010912,0.522550821,0,0,0
0.0010928,0.502219379,0,0,0
0.0010944,0.499390662,0,0,0
0.001096,0.463324487,0,0,0
0.0010976,0.447059333,0,0,0
0.0010992,6.843149662,0,0,0
0.0011008,85.69991302,0,1, TriggerDetected
0.0011024,115.122673,0,0,0
0.001104,126.1640472,0,0,0
0.0011056,131.2055359,0,0,0
0.0011072,130.9154205,0,0,0
0.0011088,127.00383,0,0,0
0.0011104,120.7725067,0,0,0
0.001112,112.9489746,0,0,0
0.0011136,104.3514328,0,0,0
0.0011152,95.4874649,0,0,0
0.0011168,86.7171936,0,0,0
0.0011184,78.2386322,0,0,0
0.00112,70.2726059,0,0,0
0.0011216,62.88999939,0,0,0
0.0011232,56.11433029,0,0,0
0.0011248,49.82820511,0,0,0
0.0011264,44.13823318,0,0,0
0.001128,38.87257385,0,0,0
0.0011296,34.28845596,0,0,0
0.0011312,30.30402565,0,0,0
0.0011328,26.66982651,0,0,0
0.0011344,23.44526291,0,0,0
0.001136,20.55678558,0,0,0
0.0011376,18.06627464,0,0,0
0.0011392,15.79162884,0,0,0
0.0011408,13.82478428,0,0,0
0.0011424,11.80012798,0,0,0
0.001144,9.997702599,0,0,0
0.0011456,8.453575134,0,0,0
0.0011472,6.969734669,0,0,0
0.0011488,5.760456562,0,0,0
0.0011504,4.761388302,0,0,0
0.001152,3.925501347,0,0,0
0.0011536,3.288508892,0,0,0
0.0011552,2.828841686,0,0,0
0.0011568,2.397461891,0,0,0
0.0011584,2.083473921,0,0,0
0.00116,1.860181928,0,0,0
0.0011616,1.618679881,0,0,0
0.0011632,1.451608658,0,0,0
0.0011648,1.322017908,0,0,0
0.0011664,1.193487883,0,0,0
0.001168,1.124537826,0,0,0
0.0011696,1.004140496,0,0,0
0.0011712,0.94774282,0,0,0
0.0011728,0.905312002,0,0,0
0.0011744,0.815853775,0,0,0
0.001176,0.768472672,0,0,0
0.0011776,0.740362287,0,0,0
0.0011792,0.722682774,0,0,0
0.0011808,0.660981297,0,0,0
0.0011824,0.659390152,0,0,0
0.001184,0.638174772,0,0,0
0.0011856,0.530860186,0,0,0
0.0011872,0.617666543,0,0,0
0.0011888,0.540583909,0,0,0
0.0011904,0.525909901,0,0,0
0.001192,0.508053601,0,0,0
0.0011936,0.492142081,0,0,0
0.0011952,0.516362965,0,0,0
0.0011968,0.46579963,0,0,0
0.0011984,0.448650509,0,0,0
0.0012,44.45540619,0,1, TriggerDetected
0.0012016,101.8800201,0,0,0
0.0012032,120.3672943,0,0,0
0.0012048,128.1609497,0,0,0
0.0012064,130.3139648,0,0,0
0.001208,128.1229401,0,0,0
0.0012096,122.954689,0,0,0
0.0012112,115.9405289,0,0,0
0.0012128,107.8176804,0,0,0
0.0012144,99.17858887,0,0,0
0.001216,90.43024445,0,0,0
0.0012176,81.77241516,0,0,0
0.0012192,73.69712067,0,0,0
0.0012208,66.0533905,0,0,0
0.0012224,59.04170227,0,0,0
0.001224,52.53334808,0,0,0
