Meter S/N:, Dummy123
Sensor, Thermo, None
Date, 2/8/2017 3:49:53 PM
Units, W
Cursor, 0.1000448, 0.2000896, 0.90000000, -0.10000000
0.0078336, -0.1, 0, 0, 0, 0
0.0078848, -0.1, 0, 0, 0, 0
0.0079360, -0.1, 0, 0, 0, 0
0.0079872, -0.1, 0, 0, 0, 0
0.0080384, -0.1, 0, 0, 0, 0
0.0080896, -0.1, 0, 0, 0, 0
0.0081408, -0.1, 0, 0, 0, 0
0.0081920, -0.1, 0, 0, 0, 0
0.0082432, -0.1, 0, 0, 0, 0
0.0082944, -0.1, 0, 0, 0, 0
0.0083456, -0.1, 0, 0, 0, 0
0.0083968, -0.1, 0, 0, 0, 0
0.0084480, -0.1, 0, 0, 0, 0
0.0084992, -0.1, 0, 0, 0, 0
0.0085504, -0.1, 0, 0, 0, 0
0.0086016, -0.1, 0, 0, 0, 0
0.0086528, -0.1, 0, 0, 0, 0
0.0087040, -0.1, 0, 0, 0, 0
0.0087552, -0.1, 0, 0, 0, 0
0.0088064, -0.1, 0, 0, 0, 0
0.0088576, -0.1, 0, 0, 0, 0
0.0089088, -0.1, 0, 0, 0, 0
0.0089600, -0.1, 0, 0, 0, 0
0.0090112, -0.1, 0, 0, 0, 0
0.0090624, -0.1, 0, 0, 0, 0
0.0091136, -0.1, 0, 0, 0, 0
0.0091648, -0.1, 0, 0, 0, 0
0.0092160, -0.1, 0, 0, 0, 0
0.0092672, -0.1, 0, 0, 0, 0
0.0093184, -0.1, 0, 0, 0, 0
0.0093696, -0.1, 0, 0, 0, 0
0.0094208, -0.1, 0, 0, 0, 0
0.0094720, -0.1, 0, 0, 0, 0
0.0095232, -0.1, 0, 0, 0, 0
0.0095744, -0.1, 0, 0, 0, 0
0.0096256, -0.1, 0, 0, 0, 0
0.0096768, -0.1, 0, 0, 0, 0
0.0097280, -0.1, 0, 0, 0, 0
0.0097792, -0.1, 0, 0, 0, 0
0.0098304, -0.1, 0, 0, 0, 0
0.0098816, -0.1, 0, 0, 0, 0
0.0099328, -0.1, 0, 0, 0, 0
0.0099840, -0.1, 0, 0, 0, 0
0.0100352, -0.1, 0, 0, 0, 0
0.0100864, -0.1, 0, 0, 0, 0
0.0101376, -0.1, 0, 0, 0, 0
0.0101888, -0.1, 0, 0, 0, 0
0.0102400, -0.1, 0, 0, 0, 0
0.0102912, -0.1, 0, 0, 0, 0
0.0103424, -0.1, 0, 0, 0, 0
0.0103936, -0.1, 0, 0, 0, 0
0.0104448, -0.1, 0, 0, 0, 0
0.0104960, -0.1, 0, 0, 0, 0
0.0105472, -0.1, 0, 0, 0, 0
0.0105984, -0.1, 0, 0, 0, 0
0.0106496, -0.1, 0, 0, 0, 0
0.0107008, -0.1, 0, 0, 0, 0
0.0107520, -0.1, 0, 0, 0, 0
0.0108032, -0.1, 0, 0, 0, 0
0.0108544, -0.1, 0, 0, 0, 0
0.0109056, -0.1, 0, 0, 0, 0
0.0109568, -0.1, 0, 0, 0, 0
0.0110080, -0.1, 0, 0, 0, 0
0.0110592, -0.1, 0, 0, 0, 0
0.0111104, -0.1, 0, 0, 0, 0
0.0111616, -0.1, 0, 0, 0, 0
0.0112128, -0.1, 0, 0, 0, 0
0.0112640, -0.1, 0, 0, 0, 0
0.0113152, -0.1, 0, 0, 0, 0
0.0113664, -0.1, 0, 0, 0, 0
0.0114176, -0.1, 0, 0, 0, 0
0.0114688, -0.1, 0, 0, 0, 0
0.0115200, -0.1, 0, 0, 0, 0
0.0115712, -0.1, 0, 0, 0, 0
0.0116224, -0.1, 0, 0, 0, 0
0.0116736, -0.1, 0, 0, 0, 0
0.0117248, -0.1, 0, 0, 0, 0
0.0117760, -0.1, 0, 0, 0, 0
0.0118272, -0.1, 0, 0, 0, 0
0.0118784, -0.1, 0, 0, 0, 0
0.0119296, -0.1, 0, 0, 0, 0
0.0119808, -0.1, 0, 0, 0, 0
0.0120320, -0.1, 0, 0, 0, 0
0.0120832, -0.1, 0, 0, 0, 0
0.0121344, -0.1, 0, 0, 0, 0
0.0121856, -0.1, 0, 0, 0, 0
0.0122368, -0.1, 0, 0, 0, 0
0.0122880, -0.1, 0, 0, 0, 0
0.0123392, -0.1, 0, 0, 0, 0
0.0123904, -0.1, 0, 0, 0, 0
0.0124416, -0.1, 0, 0, 0, 0
0.0124928, -0.1, 0, 0, 0, 0
0.0125440, -0.1, 0, 0, 0, 0
0.0125952, -0.1, 0, 0, 0, 0
0.0126464, -0.1, 0, 0, 0, 0
0.0126976, -0.1, 0, 0, 0, 0
0.0127488, -0.1, 0, 0, 0, 0
0.0128000, -0.1, 0, 0, 0, 0
0.0128512, -0.1, 0, 0, 0, 0
0.0129024, -0.1, 0, 0, 0, 0
0.0129536, -0.1, 0, 0, 0, 0
0.0130048, -0.1, 0, 0, 0, 0
0.0130560, -0.1, 0, 0, 0, 0
0.0131072, -0.1, 0, 0, 0, 0
0.0131584, -0.1, 0, 0, 0, 0
0.0132096, -0.1, 0, 0, 0, 0
0.0132608, -0.1, 0, 0, 0, 0
0.0133120, -0.1, 0, 0, 0, 0
0.0133632, -0.1, 0, 0, 0, 0
0.0134144, -0.1, 0, 0, 0, 0
0.0134656, -0.1, 0, 0, 0, 0
0.0135168, -0.1, 0, 0, 0, 0
0.0135680, -0.1, 0, 0, 0, 0
0.0136192, -0.1, 0, 0, 0, 0
0.0136704, -0.1, 0, 0, 0, 0
0.0137216, -0.1, 0, 0, 0, 0
0.0137728, -0.1, 0, 0, 0, 0
0.0138240, -0.1, 0, 0, 0, 0
0.0138752, -0.1, 0, 0, 0, 0
0.0139264, -0.1, 0, 0, 0, 0
0.0139776, -0.1, 0, 0, 0, 0
0.0140288, -0.1, 0, 0, 0, 0
0.0140800, -0.1, 0, 0, 0, 0
0.0141312, -0.1, 0, 0, 0, 0
0.0141824, -0.1, 0, 0, 0, 0
0.0142336, -0.1, 0, 0, 0, 0
0.0142848, -0.1, 0, 0, 0, 0
0.0143360, -0.1, 0, 0, 0, 0
0.0143872, -0.1, 0, 0, 0, 0
0.0144384, -0.1, 0, 0, 0, 0
0.0144896, -0.1, 0, 0, 0, 0
0.0145408, -0.1, 0, 0, 0, 0
0.0145920, -0.1, 0, 0, 0, 0
0.0146432, -0.1, 0, 0, 0, 0
0.0146944, -0.1, 0, 0, 0, 0
0.0147456, -0.1, 0, 0, 0, 0
0.0147968, -0.1, 0, 0, 0, 0
0.0148480, -0.1, 0, 0, 0, 0
0.0148992, -0.1, 0, 0, 0, 0
0.0149504, -0.1, 0, 0, 0, 0
0.0150016, -0.1, 0, 0, 0, 0
0.0150528, -0.1, 0, 0, 0, 0
0.0151040, -0.1, 0, 0, 0, 0
0.0151552, -0.1, 0, 0, 0, 0
0.0152064, -0.1, 0, 0, 0, 0
0.0152576, -0.1, 0, 0, 0, 0
0.0153088, -0.1, 0, 0, 0, 0
0.0153600, -0.1, 0, 0, 0, 0
0.0154112, -0.1, 0, 0, 0, 0
0.0154624, -0.1, 0, 0, 0, 0
0.0155136, -0.1, 0, 0, 0, 0
0.0155648, -0.1, 0, 0, 0, 0
0.0156160, -0.1, 0, 0, 0, 0
0.0156672, -0.1, 0, 0, 0, 0
0.0157184, -0.1, 0, 0, 0, 0
0.0157696, -0.1, 0, 0, 0, 0
0.0158208, -0.1, 0, 0, 0, 0
0.0158720, -0.1, 0, 0, 0, 0
0.0159232, -0.1, 0, 0, 0, 0
0.0159744, -0.1, 0, 0, 0, 0
0.0160256, -0.1, 0, 0, 0, 0
0.0160768, -0.1, 0, 0, 0, 0
0.0161280, -0.1, 0, 0, 0, 0
0.0161792, -0.1, 0, 0, 0, 0
0.0162304, -0.1, 0, 0, 0, 0
0.0162816, -0.1, 0, 0, 0, 0
0.0163328, -0.1, 0, 0, 0, 0
0.0163840, -0.1, 0, 0, 0, 0
0.0164352, -0.1, 0, 0, 0, 0
0.0164864, -0.1, 0, 0, 0, 0
0.0165376, -0.1, 0, 0, 0, 0
0.0165888, -0.1, 0, 0, 0, 0
0.0166400, -0.1, 0, 0, 0, 0
0.0166912, -0.1, 0, 0, 0, 0
0.0167424, -0.1, 0, 0, 0, 0
0.0167936, -0.1, 0, 0, 0, 0
0.0168448, -0.1, 0, 0, 0, 0
0.0168960, -0.1, 0, 0, 0, 0
0.0169472, -0.1, 0, 0, 0, 0
0.0169984, -0.1, 0, 0, 0, 0
0.0170496, -0.1, 0, 0, 0, 0
0.0171008, -0.1, 0, 0, 0, 0
0.0171520, -0.1, 0, 0, 0, 0
0.0172032, -0.1, 0, 0, 0, 0
0.0172544, -0.1, 0, 0, 0, 0
0.0173056, -0.1, 0, 0, 0, 0
0.0173568, -0.1, 0, 0, 0, 0
0.0174080, -0.1, 0, 0, 0, 0
0.0174592, -0.1, 0, 0, 0, 0
0.0175104, -0.1, 0, 0, 0, 0
0.0175616, -0.1, 0, 0, 0, 0
0.0176128, -0.1, 0, 0, 0, 0
0.0176640, -0.1, 0, 0, 0, 0
0.0177152, -0.1, 0, 0, 0, 0
0.0177664, -0.1, 0, 0, 0, 0
0.0178176, -0.1, 0, 0, 0, 0
0.0178688, -0.1, 0, 0, 0, 0
0.0179200, -0.1, 0, 0, 0, 0
0.0179712, -0.1, 0, 0, 0, 0
0.0180224, -0.1, 0, 0, 0, 0
0.0180736, -0.1, 0, 0, 0, 0
0.0181248, -0.1, 0, 0, 0, 0
0.0181760, -0.1, 0, 0, 0, 0
0.0182272, -0.1, 0, 0, 0, 0
0.0182784, -0.1, 0, 0, 0, 0
0.0183296, -0.1, 0, 0, 0, 0
0.0183808, -0.1, 0, 0, 0, 0
0.0184320, -0.1, 0, 0, 0, 0
0.0184832, -0.1, 0, 0, 0, 0
0.0185344, -0.1, 0, 0, 0, 0
0.0185856, -0.1, 0, 0, 0, 0
0.0186368, -0.1, 0, 0, 0, 0
0.0186880, -0.1, 0, 0, 0, 0
0.0187392, -0.1, 0, 0, 0, 0
0.0187904, -0.1, 0, 0, 0, 0
0.0188416, -0.1, 0, 0, 0, 0
0.0188928, -0.1, 0, 0, 0, 0
0.0189440, -0.1, 0, 0, 0, 0
0.0189952, -0.1, 0, 0, 0, 0
0.0190464, -0.1, 0, 0, 0, 0
0.0190976, -0.1, 0, 0, 0, 0
0.0191488, -0.1, 0, 0, 0, 0
0.0192000, -0.1, 0, 0, 0, 0
0.0192512, -0.1, 0, 0, 0, 0
0.0193024, -0.1, 0, 0, 0, 0
0.0193536, -0.1, 0, 0, 0, 0
0.0194048, -0.1, 0, 0, 0, 0
0.0194560, -0.1, 0, 0, 0, 0
0.0195072, -0.1, 0, 0, 0, 0
0.0195584, -0.1, 0, 0, 0, 0
0.0196096, -0.1, 0, 0, 0, 0
0.0196608, -0.1, 0, 0, 0, 0
0.0197120, -0.1, 0, 0, 0, 0
0.0197632, -0.1, 0, 0, 0, 0
0.0198144, -0.1, 0, 0, 0, 0
0.0198656, -0.1, 0, 0, 0, 0
0.0199168, -0.1, 0, 0, 0, 0
0.0199680, -0.1, 0, 0, 0, 0
0.0200192, -0.1, 0, 0, 0, 0
0.0200704, -0.1, 0, 0, 0, 0
0.0201216, -0.1, 0, 0, 0, 0
0.0201728, -0.1, 0, 0, 0, 0
0.0202240, -0.1, 0, 0, 0, 0
0.0202752, -0.1, 0, 0, 0, 0
0.0203264, -0.1, 0, 0, 0, 0
0.0203776, -0.1, 0, 0, 0, 0
0.0204288, -0.1, 0, 0, 0, 0
0.0204800, -0.1, 0, 0, 0, 0
0.0205312, -0.1, 0, 0, 0, 0
0.0205824, -0.1, 0, 0, 0, 0
0.0206336, -0.1, 0, 0, 0, 0
0.0206848, -0.1, 0, 0, 0, 0
0.0207360, -0.1, 0, 0, 0, 0
0.0207872, -0.1, 0, 0, 0, 0
0.0208384, -0.1, 0, 0, 0, 0
0.0208896, -0.1, 0, 0, 0, 0
0.0209408, -0.1, 0, 0, 0, 0
0.0209920, -0.1, 0, 0, 0, 0
0.0210432, -0.1, 0, 0, 0, 0
0.0210944, -0.1, 0, 0, 0, 0
0.0211456, -0.1, 0, 0, 0, 0
0.0211968, -0.1, 0, 0, 0, 0
0.0212480, -0.1, 0, 0, 0, 0
0.0212992, -0.1, 0, 0, 0, 0
0.0213504, -0.1, 0, 0, 0, 0
0.0214016, -0.1, 0, 0, 0, 0
0.0214528, -0.1, 0, 0, 0, 0
0.0215040, -0.1, 0, 0, 0, 0
0.0215552, -0.1, 0, 0, 0, 0
0.0216064, -0.1, 0, 0, 0, 0
0.0216576, -0.1, 0, 0, 0, 0
0.0217088, -0.1, 0, 0, 0, 0
0.0217600, -0.1, 0, 0, 0, 0
0.0218112, -0.1, 0, 0, 0, 0
0.0218624, -0.1, 0, 0, 0, 0
0.0219136, -0.1, 0, 0, 0, 0
0.0219648, -0.1, 0, 0, 0, 0
0.0220160, -0.1, 0, 0, 0, 0
0.0220672, -0.1, 0, 0, 0, 0
0.0221184, -0.1, 0, 0, 0, 0
0.0221696, -0.1, 0, 0, 0, 0
0.0222208, -0.1, 0, 0, 0, 0
0.0222720, -0.1, 0, 0, 0, 0
0.0223232, -0.1, 0, 0, 0, 0
0.0223744, -0.1, 0, 0, 0, 0
0.0224256, -0.1, 0, 0, 0, 0
0.0224768, -0.1, 0, 0, 0, 0
0.0225280, -0.1, 0, 0, 0, 0
0.0225792, -0.1, 0, 0, 0, 0
0.0226304, -0.1, 0, 0, 0, 0
0.0226816, -0.1, 0, 0, 0, 0
0.0227328, -0.1, 0, 0, 0, 0
0.0227840, -0.1, 0, 0, 0, 0
0.0228352, -0.1, 0, 0, 0, 0
0.0228864, -0.1, 0, 0, 0, 0
0.0229376, -0.1, 0, 0, 0, 0
0.0229888, -0.1, 0, 0, 0, 0
0.0230400, -0.1, 0, 0, 0, 0
0.0230912, -0.1, 0, 0, 0, 0
0.0231424, -0.1, 0, 0, 0, 0
0.0231936, -0.1, 0, 0, 0, 0
0.0232448, -0.1, 0, 0, 0, 0
0.0232960, -0.1, 0, 0, 0, 0
0.0233472, -0.1, 0, 0, 0, 0
0.0233984, -0.1, 0, 0, 0, 0
0.0234496, -0.1, 0, 0, 0, 0
0.0235008, -0.1, 0, 0, 0, 0
0.0235520, -0.1, 0, 0, 0, 0
0.0236032, -0.1, 0, 0, 0, 0
0.0236544, -0.1, 0, 0, 0, 0
0.0237056, -0.1, 0, 0, 0, 0
0.0237568, -0.1, 0, 0, 0, 0
0.0238080, -0.1, 0, 0, 0, 0
0.0238592, -0.1, 0, 0, 0, 0
0.0239104, -0.1, 0, 0, 0, 0
0.0239616, -0.1, 0, 0, 0, 0
0.0240128, -0.1, 0, 0, 0, 0
0.0240640, -0.1, 0, 0, 0, 0
0.0241152, -0.1, 0, 0, 0, 0
0.0241664, -0.1, 0, 0, 0, 0
0.0242176, -0.1, 0, 0, 0, 0
0.0242688, -0.1, 0, 0, 0, 0
0.0243200, -0.1, 0, 0, 0, 0
0.0243712, -0.1, 0, 0, 0, 0
0.0244224, -0.1, 0, 0, 0, 0
0.0244736, -0.1, 0, 0, 0, 0
0.0245248, -0.1, 0, 0, 0, 0
0.0245760, -0.1, 0, 0, 0, 0
0.0246272, -0.1, 0, 0, 0, 0
0.0246784, -0.1, 0, 0, 0, 0
0.0247296, -0.1, 0, 0, 0, 0
0.0247808, -0.1, 0, 0, 0, 0
0.0248320, -0.1, 0, 0, 0, 0
0.0248832, -0.1, 0, 0, 0, 0
0.0249344, -0.1, 0, 0, 0, 0
0.0249856, -0.1, 0, 0, 0, 0
0.0250368, -0.1, 0, 0, 0, 0
0.0250880, -0.1, 0, 0, 0, 0
0.0251392, -0.1, 0, 0, 0, 0
0.0251904, -0.1, 0, 0, 0, 0
0.0252416, -0.1, 0, 0, 0, 0
0.0252928, -0.1, 0, 0, 0, 0
0.0253440, -0.1, 0, 0, 0, 0
0.0253952, -0.1, 0, 0, 0, 0
0.0254464, -0.1, 0, 0, 0, 0
0.0254976, -0.1, 0, 0, 0, 0
0.0255488, -0.1, 0, 0, 0, 0
0.0256000, -0.1, 0, 0, 0, 0
0.0256512, -0.1, 0, 0, 0, 0
0.0257024, -0.1, 0, 0, 0, 0
0.0257536, -0.1, 0, 0, 0, 0
0.0258048, -0.1, 0, 0, 0, 0
0.0258560, -0.1, 0, 0, 0, 0
0.0259072, -0.1, 0, 0, 0, 0
0.0259584, -0.1, 0, 0, 0, 0
0.0260096, -0.1, 0, 0, 0, 0
0.0260608, -0.1, 0, 0, 0, 0
0.0261120, -0.1, 0, 0, 0, 0
0.0261632, -0.1, 0, 0, 0, 0
0.0262144, -0.1, 0, 0, 0, 0
0.0262656, -0.1, 0, 0, 0, 0
0.0263168, -0.1, 0, 0, 0, 0
0.0263680, -0.1, 0, 0, 0, 0
0.0264192, -0.1, 0, 0, 0, 0
0.0264704, -0.1, 0, 0, 0, 0
0.0265216, -0.1, 0, 0, 0, 0
0.0265728, -0.1, 0, 0, 0, 0
0.0266240, -0.1, 0, 0, 0, 0
0.0266752, -0.1, 0, 0, 0, 0
0.0267264, -0.1, 0, 0, 0, 0
0.0267776, -0.1, 0, 0, 0, 0
0.0268288, -0.1, 0, 0, 0, 0
0.0268800, -0.1, 0, 0, 0, 0
0.0269312, -0.1, 0, 0, 0, 0
0.0269824, -0.1, 0, 0, 0, 0
0.0270336, -0.1, 0, 0, 0, 0
0.0270848, -0.1, 0, 0, 0, 0
0.0271360, -0.1, 0, 0, 0, 0
0.0271872, -0.1, 0, 0, 0, 0
0.0272384, -0.1, 0, 0, 0, 0
0.0272896, -0.1, 0, 0, 0, 0
0.0273408, -0.1, 0, 0, 0, 0
0.0273920, -0.1, 0, 0, 0, 0
0.0274432, -0.1, 0, 0, 0, 0
0.0274944, -0.1, 0, 0, 0, 0
0.0275456, -0.1, 0, 0, 0, 0
0.0275968, -0.1, 0, 0, 0, 0
0.0276480, -0.1, 0, 0, 0, 0
0.0276992, -0.1, 0, 0, 0, 0
0.0277504, -0.1, 0, 0, 0, 0
0.0278016, -0.1, 0, 0, 0, 0
0.0278528, -0.1, 0, 0, 0, 0
0.0279040, -0.1, 0, 0, 0, 0
0.0279552, -0.1, 0, 0, 0, 0
0.0280064, -0.1, 0, 0, 0, 0
0.0280576, -0.1, 0, 0, 0, 0
0.0281088, -0.1, 0, 0, 0, 0
0.0281600, -0.1, 0, 0, 0, 0
0.0282112, -0.1, 0, 0, 0, 0
0.0282624, -0.1, 0, 0, 0, 0
0.0283136, -0.1, 0, 0, 0, 0
0.0283648, -0.1, 0, 0, 0, 0
0.0284160, -0.1, 0, 0, 0, 0
0.0284672, -0.1, 0, 0, 0, 0
0.0285184, -0.1, 0, 0, 0, 0
0.0285696, -0.1, 0, 0, 0, 0
0.0286208, -0.1, 0, 0, 0, 0
0.0286720, -0.1, 0, 0, 0, 0
0.0287232, -0.1, 0, 0, 0, 0
0.0287744, -0.1, 0, 0, 0, 0
0.0288256, -0.1, 0, 0, 0, 0
0.0288768, -0.1, 0, 0, 0, 0
0.0289280, -0.1, 0, 0, 0, 0
0.0289792, -0.1, 0, 0, 0, 0
0.0290304, -0.1, 0, 0, 0, 0
0.0290816, -0.1, 0, 0, 0, 0
0.0291328, -0.1, 0, 0, 0, 0
0.0291840, -0.1, 0, 0, 0, 0
0.0292352, -0.1, 0, 0, 0, 0
0.0292864, -0.1, 0, 0, 0, 0
0.0293376, -0.1, 0, 0, 0, 0
0.0293888, -0.1, 0, 0, 0, 0
0.0294400, -0.1, 0, 0, 0, 0
0.0294912, -0.1, 0, 0, 0, 0
0.0295424, -0.1, 0, 0, 0, 0
0.0295936, -0.1, 0, 0, 0, 0
0.0296448, -0.1, 0, 0, 0, 0
0.0296960, -0.1, 0, 0, 0, 0
0.0297472, -0.1, 0, 0, 0, 0
0.0297984, -0.1, 0, 0, 0, 0
0.0298496, -0.1, 0, 0, 0, 0
0.0299008, -0.1, 0, 0, 0, 0
0.0299520, -0.1, 0, 0, 0, 0
0.0300032, -0.1, 0, 0, 0, 0
0.0300544, -0.1, 0, 0, 0, 0
0.0301056, -0.1, 0, 0, 0, 0
0.0301568, -0.1, 0, 0, 0, 0
0.0302080, -0.1, 0, 0, 0, 0
0.0302592, -0.1, 0, 0, 0, 0
0.0303104, -0.1, 0, 0, 0, 0
0.0303616, -0.1, 0, 0, 0, 0
0.0304128, -0.1, 0, 0, 0, 0
0.0304640, -0.1, 0, 0, 0, 0
0.0305152, -0.1, 0, 0, 0, 0
0.0305664, -0.1, 0, 0, 0, 0
0.0306176, -0.1, 0, 0, 0, 0
